"FirstAuthor","YearOfPublication","StudyName","StudyDesign","StudyDesignGroup","Exposure","SpecificExposure","IfExposureIsCategoricalReferenceGroup","IfExposureIsCategoricalComparisonGroups","ExposureCutoff","ExposureGroup","ToReverseReferenceGroup","CodeLargerComparisonGroup","LargerComparisonGroup","Outcome","SpecificOutcome","OutcomeSubgroup","OutcomeGroup","SpecficOutcomeGroup","AgeAtOutcomeGroup","AgeAtOutcome","DiseaseRisk","DiseaseRiskGroup","OverallRiskOfBias","OverallRisk","RiskOfBiasDueToPotentialConflictOfInterest","RiskOfBiasDueToPotentialConflictOfInterestGroup","NumberExposedInCases","NoNonExposedInCases","NumberExposedInControls","NumberNonExposedInControls","EffectMeasureAssociation(OrHrMeanDifference(B))","EffectSize","95%Cl(Lower)","95%Cl(Upper)","Pvalue","OtherInformationUnadjustedAnalysis","EffectMeasureAssociation(OrHrMeanDifference(B))","AdjEffectSize","Adj95%Cl(Lower)","Adj95%Cl(Upper)","AdjPValue","OtherInformationAdjustedAnalysis","same as column z . AR CAN BE REMOVED","FinalEffect","UnadjInOr(RawNumbersOrUnadjOrRrHr)","Unadjse(InOr)(RawNumbersOrUnadjOrRrHr)","AdjInOrOriginal","AdjSe(InOr)","FinalInOrOriginal","FinalSe(InOr)","UnadjInOr","AdjInOr","FinalInOr"
"Midwinter","1987","MIDWINTER  RE.","prospective cohort","prospective","Duration of exclusive breastfeeding","eBF","<1","1","1","0to2","2","0TO2","","Asthma-Wheeze","asthma","","atopic","wheeze.rec","5to14","5","high","high","High","Other","Unclear","Unclear-High","","","","","","","","","","Table 1 shows the association between infantfeeding and risk of developing asthma: there wereno significant differences.","","","","","","","Unclear","OR","-0.25","0.32","","","-0.25","0.32","-0.25","","-0.25"
"Marini","1996","Marini","see ever BF and other exposures IN NON-INTERVENTION GROUP- THIS IS THE INTERVENTION GROUP","prospective","CM vs HM","eBF","Breast milk","adapted cow's milk formula","4","3to4","1",">=4","","WHEEZE","recurrent wheeze","","atopic","wheeze.rec","0to4","1","high","high","Unclear","Other","Unclear","Unclear-High","","","","","","","","","","","","","","","","","Unclear","OR","1.63","1.24","","","1.63","1.24","-1.63","","-1.63"
"Ratageri","2002","Ratageri  INDIA","CASE CONTROL","retrospective","Duration of exclusive breastfeeding","eBF","<4","?4","4","3to4","2",">=4","","Asthma-Wheeze","Doctor-diagnosed asthma","","atopic","wheeze.rec","5to14","9","normal/low","normal","Unclear","Other","Unclear","Unclear-High","","","","","OR","","","","ns","","OR","0.25","0.08","0.7","<0.05","","Unclear","OR","","","-1.39","0.53","-1.39","0.53","","-1.39","-1.39"
"Oddy","1999","Western Australia Pregnancy Cohort  Oddy","prospective cohort","prospective","duration of exclusive breastfeeding","eBF","> =3 ","< 3 ","3","3to4","1",">=3","","Asthma-Wheeze","wheezing in the past year","","atopic","wheeze","5to14","6","normal/low","normal","Low","Low","Unclear","Unclear-High","","","","","","","","","","","OR","1.19","0.95","1.49","0.135","","Unclear","OR","","","0.17","0.11","0.17","0.11","","-0.17","-0.17"
"Oddy","1999","Western Australia Pregnancy Cohort  Oddy","prospective cohort","prospective","duration of exclusive breastfeeding","eBF","> =6 ","< 6 ","6","ge5","1",">=6","","Asthma-Wheeze","wheezing in the past year","","atopic","wheeze","5to14","6","normal/low","normal","Low","Low","Unclear","Unclear-High","","","","","","","","","","","OR","1.26","1","1.59","0.046","","Unclear","OR","","","0.23","0.12","0.23","0.12","","-0.23","-0.23"
"Kemeny","1991","Kemeny  King's and Dulwich Hospitals","prospective cohort","prospective","Duration of exclusive breastfeeding","eBF",">=3","<3","3","3to4","1",">=3","","Asthma-Wheeze","Ever Wheeze","","atopic","wheeze","0to4","1","normal/low","normal","High","Other","Unclear","Unclear-High","","","","","","","","","","","","","","","","","Unclear","OR","0.91","0.43","","","0.91","0.43","-0.91","","-0.91"
"Salem","2002","Salem  M. B. ","CROSS SECTIONAL","retrospective","Duration of exclusive breastfeeding","eBF",">6","?6","6","ge5","1",">=6","","Asthma-Wheeze","Wheeze","","atopic","wheeze","0to4","5","normal/low","normal","High","Other","Unclear","Unclear-High","22","45","103","254","OR","","","","ns","","OR","","","","","","Unclear","OR","0.19","0.29","","","0.19","0.29","-0.19","","-0.19"
"Liu","2012","Liu 2012","cross-sectional","retrospective","duration","eBF","","yes/no","3","3to4","2",">=3","","Asthma-Wheeze","wheezing prevalence","","atopic","wheeze","5to14","8","normal/low","normal","High","Other","Unclear","Unclear-High","","","","","OR","0.92","0.74","1.15","","","","","","","","","Unclear","OR","-0.08","0.11","","","-0.08","0.11","-0.08","","-0.08"
"Kemeny","1991","Kemeny  King's and Dulwich Hospitals","prospective cohort","prospective","Duration of exclusive breastfeeding","eBF",">=3","<3","3","3to4","1",">=3","","Food Allergy","Ever FA-egg","","atopic","FA-EGG","0to4","1","normal/low","normal","High","Other","Unclear","Unclear-High","","","","","","","","","","","","","","","","","Unclear","OR","0.76","1.13","","","0.76","1.13","-0.76","","-0.76"
"Besednjak-Kocijancic","2010","Besednjak-Kocijancic","prospective cohort","prospective","Duration of exclusive breastfeeding","eBF","4","6","4","3to4","2","6","","Food Allergy","egg","","atopic","FA-EGG","0to4","1","high","high","High","Other","Unclear","Unclear-High","","","","","","","","",">0.01"," in two groups: group A-286 children exclusively breastfed for 6 and group B 122 children exclusive breastfed for 4 months. The prevalence of asthma  AD and of cow's milk  hen's egg  wheat allergy at the age of 1 and 5 years was observed. Statistical analysis was performed with SPSS 11.0 using chi-square analysis with Yates' correction. P-values <0.01 were considered significant. Results: At 1 year of age in the group A had asthma 7.3% and AD 13.6% of children. A 0.3% of them was allergic to cow's milk  7.3% to hen's egg and 9.4% to wheat. Significantly higher percentage of children with AD (30.3%) and allergy to wheat (20.5%)  (P < 0.01) was found in group B. Also prevalence of asthma (10.6%)  allergy to cow's milk (6.3%) and to hen's egg (13.1%) tended to be higher in this group (P > 0.01). ","","","","","","","Unclear","OR","-0.65","0.35","","","-0.65","0.35","-0.65","","-0.65"
"Besednjak-Kocijancic","2010","Besednjak-Kocijancic","prospective cohort","prospective","Duration of exclusive breastfeeding","eBF","4","6","4","3to4","2","6","","Food Allergy","cow's milk","","atopic","FA-CM","0to4","1","high","high","High","Other","Unclear","Unclear-High","","","","","","","","",">0.01"," in two groups: group A-286 children exclusively breastfed for 6 and group B 122 children exclusive breastfed for 4 months. The prevalence of asthma  AD and of cow's milk  hen's egg  wheat allergy at the age of 1 and 5 years was observed. Statistical analysis was performed with SPSS 11.0 using chi-square analysis with Yates' correction. P-values <0.01 were considered significant. Results: At 1 year of age in the group A had asthma 7.3% and AD 13.6% of children. A 0.3% of them was allergic to cow's milk  7.3% to hen's egg and 9.4% to wheat. Significantly higher percentage of children with AD (30.3%) and allergy to wheat (20.5%)  (P < 0.01) was found in group B. Also prevalence of asthma (10.6%)  allergy to cow's milk (6.3%) and to hen's egg (13.1%) tended to be higher in this group (P > 0.01). ","","","","","","","Unclear","OR","-3.11","1.14","","","-3.11","1.14","-3.11","","-3.11"
"Host","1991","ODENSE BIRTH COHORT ","prospective cohort","prospective","Duration of exclusive breastfeeding","eBF","<1",">1","1","0to2","2",">=1","","Food Allergy","cow's milk allergy (CMA)only","","atopic","FA-CM","0to4","1","normal/low","normal","High","Other","Unclear","Unclear-High","","","","","","","","","","","","","","","","","Unclear","OR","0.5","0.7","","","0.5","0.7","0.5","","0.5"
"Saarinen","1979","Saarinen","prospective cohort","prospective","Duration of exclusive breast feeding","eBF","<2","6","2","0to2","2","6","","FOOD ALLERGY","","","atopic","FA-ANY","0to4","1","normal/low","normal","High","Other","Unclear","Unclear-High","","","","","","","","","","","","","","","","","Unclear","OR","-0.85","0.64","","","-0.85","0.64","-0.85","","-0.85"
"Poysa","1992","Poysa","prospective cohort","prospective","duration of exclusive breastfeeding","eBF","<3",">=3","3","3to4","2",">=3","","other","BHR was considered to be present if PEF fellat least 20% after a dose below 4 900 pg of methacholine.","LF-PC20(PEF)","atopic","BHR","5to14","10","high","high","High","Other","Unclear","Unclear-High","","","","","","","","","ns","The diet consumed in infancyseemed to have no influence on subsequent SPT orMIC results.","","","","","","","Unclear","OR","-0.66","0.54","","","-0.66","0.54","-0.66","","-0.66"
"Liu","2012","Liu 2012","cross-sectional","retrospective","duration","eBF","","yes/no","3","3to4","2",">=3","","Rhinoconjunctivits","allergic rhinitis","","atopic","AR","5to14","8","normal/low","normal","High","Other","Unclear","Unclear-High","","","","","OR","0.72","0.57","0.9","","","","","","","","","Unclear","OR","-0.33","0.11","","","-0.33","0.11","-0.33","","-0.33"
"Marini","1996","Marini","see ever BF and other exposures IN NON-INTERVENTION GROUP- THIS IS THE INTERVENTION GROUP","prospective","CM vs HM","eBF","Breast milk","adapted cow's milk formula","4","3to4","1",">=4","","RHINOCONJUNCTIVITIS","","","atopic","AR","0to4","3","high","high","Unclear","Other","Unclear","Unclear-High","","","","","","","","","","","","","","","","","Unclear","OR","-0.18","1.03","","","-0.18","1.03","0.18","","0.18"
"Kitz","2006","Kitz","Prospective cohort","prospective","Exclusive BF duration","eBF","0","0+","0","0to2","2",">0","","AD","","","atopic","AD","0to4","1","high","high","High","Other","Unclear","Unclear-High","","","","","","","","","","","","","","","","","Unclear","OR","1.6","1.05","","","1.6","1.05","1.6","","1.6"
"Kemeny","1991","Kemeny  King's and Dulwich Hospitals","prospective cohort","prospective","Duration of exclusive breastfeeding","eBF",">=3","<3","3","3to4","1",">=3","","AD","Ever AD","","atopic","AD","0to4","1","normal/low","normal","High","Other","Unclear","Unclear-High","","","","","","","","","","","","","","","","","Unclear","OR","0.21","0.4","","","0.21","0.4","-0.21","","-0.21"
"Kitz","2006","Kitz","Prospective cohort","prospective","Exclusive BF duration","eBF","<4","4+","4","3to4","2",">=4","","AD","","","atopic","AD","0to4","1","high","high","High","Other","Unclear","Unclear-High","","","","","","","","","","","","","","","","","Unclear","OR","-0.34","0.46","","","-0.34","0.46","-0.34","","-0.34"
"Besednjak-Kocijancic","2010","Besednjak-Kocijancic","prospective cohort","prospective","Duration of exclusive breastfeeding","eBF","4","6","4","3to4","2","6","","AD","","","atopic","AD","0to4","1","high","high","High","Other","Unclear","Unclear-High","","","","","","","","","<0.01"," in two groups: group A-286 children exclusively breastfed for 6 and group B 122 children exclusive breastfed for 4 months. The prevalence of asthma  AD and of cow's milk  hen's egg  wheat allergy at the age of 1 and 5 years was observed. Statistical analysis was performed with SPSS 11.0 using chi-square analysis with Yates' correction. P-values <0.01 were considered significant. Results: At 1 year of age in the group A had asthma 7.3% and AD 13.6% of children. A 0.3% of them was allergic to cow's milk  7.3% to hen's egg and 9.4% to wheat. Significantly higher percentage of children with AD (30.3%) and allergy to wheat (20.5%)  (P < 0.01) was found in group B. Also prevalence of asthma (10.6%)  allergy to cow's milk (6.3%) and to hen's egg (13.1%) tended to be higher in this group (P > 0.01). ","","","","","","","Unclear","OR","-1.02","0.26","","","-1.02","0.26","-1.02","","-1.02"
"Shohet","1985","Shohet","prospective cohort","prospective","Duration of exclusive breast feeding","eBF","6","0-6","6","ge5","1",">=6","","AD","","","atopic","AD","0to4","0.5","normal/low","normal","High","Other","Unclear","Unclear-High","","","","","","","","","NS","No significant difference","","","","","","","Unclear","OR","-0.16","0.54","","","-0.16","0.54","0.16","","0.16"
"Saarinen","1979","Saarinen","prospective cohort","prospective","Duration of exclusive breast feeding","eBF","<2","6","2","0to2","2","6","","AD","","","atopic","AD","0to4","1","normal/low","normal","High","Other","Unclear","Unclear-High","","","","","","","","","","","","","","","","","Unclear","OR","-0.9","0.53","","","-0.9","0.53","-0.9","","-0.9"
"Shohet","1985","Shohet","prospective cohort","prospective","Duration of exclusive breast feeding","eBF","6","0","0","0to2","1","6","","AD","","","atopic","AD","0to4","0.5","normal/low","normal","High","Other","Unclear","Unclear-High","","","","","","","","","NS","No significant difference","","","","","","","Unclear","OR","0.38","0.45","","","0.38","0.45","-0.38","","-0.38"
"Besednjak-Kocijancic","2010","Besednjak-Kocijancic","prospective cohort","prospective","Duration of exclusive breastfeeding","eBF","4","6","4","3to4","2","6","","AD","","","atopic","AD","5to14","5","high","high","High","Other","Unclear","Unclear-High","","","","","","","","","<0.01","At the age of 5 years the difference between two groups in prevalence of asthma (A: 5.6%  B: 14.6%) and AD (A: 7.4%  B: 18.9%)  (P < 0.01) was significant  but the increase of the prevalence of both diseases from 1 to 5 years of age in each group wasn't significant (P > 0.05). Also the prevalence of allergy to observed allergens wasn't significantly higher (P > 0.01). ","","","","","","","Unclear","OR","-1.07","0.32","","","-1.07","0.32","-1.07","","-1.07"
"Midwinter","1987","MIDWINTER  RE.","prospective cohort","prospective","Duration of exclusive breastfeeding","eBF","<1","1","1","0to2","2","0TO2","","AD","","","atopic","AD","5to14","5","high","high","High","Other","Unclear","Unclear-High","","","","","","","","","","The association between early feeding and eczemaduring the first 5 years is shown in Table 2;there were no significant differences.","","","","","","","Unclear","OR","0.03","0.19","","","0.03","0.19","0.03","","0.03"
"Marini","1996","Marini","see ever BF and other exposures IN NON-INTERVENTION GROUP- THIS IS THE INTERVENTION GROUP","prospective","CM vs HM","eBF","Breast milk","adapted cow's milk formula","4","3to4","1",">=4","","AD","","","atopic","AD","0to4","1","high","high","Unclear","Other","Unclear","Unclear-High","","","","","","","","","","","","","","","","","Unclear","OR","0.76","0.57","","","0.76","0.57","-0.76","","-0.76"
"Vandenplas","1988","Vandenplas","prospective cohort (of RCT)","prospective","duration of exclusive bf","eBF","<4",">=4","4","3to4","2","",">=4","ALLERGIC SENSITISATION","Total IgE","","atopic","Total IgE","0to4","0.33","high","high","High","Other","Unclear","Unclear-High","","","","","","","","","","","","","","","","","Unclear","OR","1.54","0.8","","","1.54","0.8","1.54","","1.54"
"Odelram","1996","Odelram SWEDEN","prospective cohort","prospective","Duration of exclusive breastfeeding","eBF","<=9",">9","9","ge5","2","",">=9","Allergic Sensitization","total IgE","","atopic","Total IgE","0to4","1.5","high","high","High","Other","Unclear","Unclear-High","","","","","","","","","","","","","","","","","Unclear","OR","0.02","0.62","","","0.02","0.62","0.02","","0.02"
"Poysa","1992","Poysa","prospective cohort","prospective","duration of exclusive breastfeeding","eBF","<3",">=3","3","3to4","2","",">=3","Allergic Sensitization","SPT-aeroallergen","SPT-AEROALLERGEN","atopic","AEROALLERGEN","5to14","10","high","high","High","Other","Unclear","Unclear-High","","","","","","","","","ns","The diet consumed in infancyseemed to have no influence on subsequent SPT orMIC results.","","","","","","","Unclear","OR","0.03","0.5","","","0.03","0.5","0.03","","0.03"
"Oddy","1999","Western Australia Pregnancy Cohort  Oddy","prospective cohort","prospective","duration of exclusive breastfeeding","eBF","> =3 ","< 3 ","3","3to4","1","",">=3","Allergic Sensitization","SPT-AEROALLERGEN","SPT-AEROALLERGEN","atopic","AEROALLERGEN","5to14","6","normal/low","normal","Low","Low","Unclear","Unclear-High","","","","","","","","","","","OR","1.19","0.95","1.48","0.138","","Unclear","OR","","","0.17","0.11","0.17","0.11","","-0.17","-0.17"
"Oddy","1999","Western Australia Pregnancy Cohort  Oddy","prospective cohort","prospective","duration of exclusive breastfeeding","eBF","> =6 ","< 6 ","6","ge5","1","",">=6","Allergic Sensitization","SPT-AEROALLERGEN","SPT-AEROALLERGEN","atopic","AEROALLERGEN","5to14","6","normal/low","normal","Low","Low","Unclear","Unclear-High","","","","","","","","","","","OR","1.11","0.89","1.38","0.356","","Unclear","OR","","","0.1","0.11","0.1","0.11","","-0.1","-0.1"
"Odelram","1996","Odelram SWEDEN","prospective cohort","prospective","Duration of exclusive breastfeeding","eBF","<=9",">9","9","ge5","2","",">=9","Allergic Sensitization","SPT-any allergen","SPT-ANY","atopic","ANY","0to4","1.5","high","high","High","Other","Unclear","Unclear-High","","","","","","","","","","","","","","","","","Unclear","OR","0.44","0.88","","","0.44","0.88","0.44","","0.44"
"Kemeny","1991","Kemeny  King's and Dulwich Hospitals","prospective cohort","prospective","Duration of exclusive breastfeeding","eBF",">=3","<3","3","3to4","1","",">=3","Allergic Sensitization","IgE-cow's milk","sIgE-CM","atopic","CM","0to4","1","normal/low","normal","High","Other","Unclear","Unclear-High","","","","","","","","","","","","","","","","","Unclear","OR","-0.65","1.42","","","-0.65","1.42","0.65","","0.65"
"Odelram","1996","Odelram SWEDEN","prospective cohort","prospective","Duration of exclusive breastfeeding","eBF","<=9",">9","9","ge5","2","",">=9","Allergic Sensitization","IgE- cow's milk","sIgE-CM","atopic","CM","0to4","1.5","high","high","High","Other","Unclear","Unclear-High","","","","","","","","","","","","","","","","","Unclear","OR","-0.12","0.66","","","-0.12","0.66","-0.12","","-0.12"
